13.8196 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A3E7BB4580>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A3E7BB4520>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A3E7BB4370>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A3F231E1A0>, multiSample=False, name='window1', numSamples=2, pos=(1066, 546), screen=0, size=array([1707, 1067]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.1785 	EXP 	Created text_Option_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_Option_1', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
17.1786 	EXP 	window1: mouseVisible = True
17.1791 	EXP 	Created text_Option_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_Option_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
17.1792 	EXP 	window1: mouseVisible = True
17.1798 	EXP 	Created text_Option_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_Option_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
17.1798 	EXP 	window1: mouseVisible = True
17.1804 	EXP 	Created text_Option_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text_Option_4', opacity=1.0, ori=0.0, pos=array([ 0. , -0.6]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
17.1805 	EXP 	window1: mouseVisible = True
17.1815 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=0.01, name='polygon', opacity=1.0, ori=1.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
17.1816 	EXP 	window1: mouseVisible = True
17.1848 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.1850 	EXP 	window1: mouseVisible = True
17.1870 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Next, press Space to continue', units='height', win=Window(...), wrapWidth=1)
17.1871 	EXP 	window1: mouseVisible = True
17.1913 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
0.0113 	EXP 	LectureVideo: autoLog = True
0.0295 	EXP 	textWelcome: autoDraw = True
1.3975 	DATA 	Keypress: space
1.4127 	EXP 	textWelcome: autoDraw = False
1.4127 	EXP 	text_3: autoDraw = True
6.2659 	DATA 	Keypress: 1
6.2687 	EXP 	text_3: autoDraw = False
6.2687 	EXP 	text_4: autoDraw = True
7.2425 	EXP 	Created sequence: sequential, trialTypes=1, nReps=3, seed=None
7.2426 	EXP 	New trial (rep=0, index=0): None
7.2427 	EXP 	window1: mouseVisible = True
7.7332 	DATA 	Keypress: space
7.7390 	EXP 	text_4: autoDraw = False
7.7390 	EXP 	LectureVideo: autoLog = True
7.7390 	EXP 	playButton: ori = 90.0
7.7390 	EXP 	LectureVideo: autoDraw = True
7.7390 	EXP 	playButton: autoDraw = True
18.7154 	DATA 	Keypress: 1
19.4053 	EXP 	Imported C:/Users/TheLivingLab_Attend/Desktop/muse-lsl-cu-main/Modified_Method_questions.xlsx as conditions, 25 conditions, 5 params
19.4057 	EXP 	Created sequence: sequential, trialTypes=25, nReps=1, seed=None
19.4058 	EXP 	New trial (rep=0, index=0): {'selfReportQuestion': 'How can we think about a mind according to Marr?', 'Option1': '1. a set of computations that extract representations', 'Option2': '2. representations of percepts/actions', 'Option3': '3. a set of codes that allow us to write the minds contents', 'Option4': '4. an abstract and amorphous cloud'}
19.4360 	EXP 	LectureVideo: autoDraw = False
19.4360 	EXP 	playButton: autoDraw = False
19.4360 	EXP 	text_Questions: height = 0.09
19.4360 	EXP 	text_Questions: height = 0.09
19.4360 	EXP 	text_Questions: height = 0.09
19.4360 	EXP 	text_Questions: text = 'How can we think about a mind according to Marr?'
19.4360 	EXP 	text_Option_1: height = 0.07
19.4360 	EXP 	text_Option_1: height = 0.07
19.4360 	EXP 	text_Option_1: height = 0.07
19.4360 	EXP 	text_Option_1: text = '1. a set of computations that extract representations'
19.4360 	EXP 	text_Option_2: height = 0.07
19.4360 	EXP 	text_Option_2: height = 0.07
19.4360 	EXP 	text_Option_2: height = 0.07
19.4360 	EXP 	text_Option_2: text = '2. representations of percepts/actions'
19.4360 	EXP 	text_Option_3: height = 0.07
19.4360 	EXP 	text_Option_3: height = 0.07
19.4360 	EXP 	text_Option_3: height = 0.07
19.4360 	EXP 	text_Option_3: text = '3. a set of codes that allow us to write the minds contents'
19.4360 	EXP 	text_Option_4: height = 0.07
19.4360 	EXP 	text_Option_4: height = 0.07
19.4360 	EXP 	text_Option_4: height = 0.07
19.4360 	EXP 	text_Option_4: text = '4. an abstract and amorphous cloud'
19.4360 	EXP 	text_Questions: autoDraw = True
19.4360 	EXP 	text_Option_1: autoDraw = True
19.4360 	EXP 	text_Option_2: autoDraw = True
19.4360 	EXP 	text_Option_3: autoDraw = True
19.4360 	EXP 	text_Option_4: autoDraw = True
20.1356 	DATA 	Keypress: a
20.4670 	DATA 	Keypress: 1
20.4807 	EXP 	text_Questions: autoDraw = False
20.4807 	EXP 	text_Option_1: autoDraw = False
20.4807 	EXP 	text_Option_2: autoDraw = False
20.4807 	EXP 	text_Option_3: autoDraw = False
20.4807 	EXP 	text_Option_4: autoDraw = False
20.4807 	EXP 	polygon: ori = 0.0
20.4807 	EXP 	polygon: autoDraw = True
21.9654 	EXP 	New trial (rep=0, index=1): {'selfReportQuestion': 'If we really understood the mind, according to Marr, we would be able to...', 'Option1': '1. write the code that carries out the same computations and extracts the same representations', 'Option2': '2. see color the way a zebra finch does', 'Option3': '3. identify the object or animal from point lights', 'Option4': '4. think about what is computed and why'}
21.9955 	EXP 	polygon: autoDraw = False
21.9955 	EXP 	polygon: autoDraw = False
21.9955 	EXP 	text_Questions: height = 0.09
21.9955 	EXP 	text_Questions: height = 0.09
21.9955 	EXP 	text_Questions: height = 0.09
21.9955 	EXP 	text_Questions: text = 'If we really understood the mind, according to Marr, we would be able to...'
21.9955 	EXP 	text_Option_1: height = 0.07
21.9955 	EXP 	text_Option_1: height = 0.07
21.9955 	EXP 	text_Option_1: height = 0.07
21.9955 	EXP 	text_Option_1: text = '1. write the code that carries out the same computations and extracts the same representations'
21.9955 	EXP 	text_Option_2: height = 0.07
21.9955 	EXP 	text_Option_2: height = 0.07
21.9955 	EXP 	text_Option_2: height = 0.07
21.9955 	EXP 	text_Option_2: text = '2. see color the way a zebra finch does'
21.9955 	EXP 	text_Option_3: height = 0.07
21.9955 	EXP 	text_Option_3: height = 0.07
21.9955 	EXP 	text_Option_3: height = 0.07
21.9955 	EXP 	text_Option_3: text = '3. identify the object or animal from point lights'
21.9955 	EXP 	text_Option_4: height = 0.07
21.9955 	EXP 	text_Option_4: height = 0.07
21.9955 	EXP 	text_Option_4: height = 0.07
21.9955 	EXP 	text_Option_4: text = '4. think about what is computed and why'
21.9955 	EXP 	text_Questions: autoDraw = True
21.9955 	EXP 	text_Option_1: autoDraw = True
21.9955 	EXP 	text_Option_2: autoDraw = True
21.9955 	EXP 	text_Option_3: autoDraw = True
21.9955 	EXP 	text_Option_4: autoDraw = True
22.3499 	DATA 	Keypress: 2
22.3640 	EXP 	text_Questions: autoDraw = False
22.3640 	EXP 	text_Option_1: autoDraw = False
22.3640 	EXP 	text_Option_2: autoDraw = False
22.3640 	EXP 	text_Option_3: autoDraw = False
22.3640 	EXP 	text_Option_4: autoDraw = False
22.3640 	EXP 	polygon: ori = 0.0
22.3640 	EXP 	polygon: autoDraw = True
23.8484 	EXP 	New trial (rep=0, index=2): {'selfReportQuestion': 'On a scale from 1 (not at all) to 4 (a lot), how challenging did you find the content referenced in the previous two questions?', 'Option1': 1.0, 'Option2': 2.0, 'Option3': 3.0, 'Option4': 4.0}
23.8785 	EXP 	polygon: autoDraw = False
23.8785 	EXP 	polygon: autoDraw = False
23.8785 	EXP 	text_Questions: height = 0.09
23.8785 	EXP 	text_Questions: height = 0.09
23.8785 	EXP 	text_Questions: height = 0.09
23.8785 	EXP 	text_Questions: text = 'On a scale from 1 (not at all) to 4 (a lot), how challenging did you find the content referenced in the previous two questions?'
23.8785 	EXP 	text_Option_1: height = 0.07
23.8785 	EXP 	text_Option_1: height = 0.07
23.8785 	EXP 	text_Option_1: height = 0.07
23.8785 	EXP 	text_Option_1: text = 1.0
23.8785 	EXP 	text_Option_2: height = 0.07
23.8785 	EXP 	text_Option_2: height = 0.07
23.8785 	EXP 	text_Option_2: height = 0.07
23.8785 	EXP 	text_Option_2: text = 2.0
23.8785 	EXP 	text_Option_3: height = 0.07
23.8785 	EXP 	text_Option_3: height = 0.07
23.8785 	EXP 	text_Option_3: height = 0.07
23.8785 	EXP 	text_Option_3: text = 3.0
23.8785 	EXP 	text_Option_4: height = 0.07
23.8785 	EXP 	text_Option_4: height = 0.07
23.8785 	EXP 	text_Option_4: height = 0.07
23.8785 	EXP 	text_Option_4: text = 4.0
23.8785 	EXP 	text_Questions: autoDraw = True
23.8785 	EXP 	text_Option_1: autoDraw = True
23.8785 	EXP 	text_Option_2: autoDraw = True
23.8785 	EXP 	text_Option_3: autoDraw = True
23.8785 	EXP 	text_Option_4: autoDraw = True
24.3834 	DATA 	Keypress: 2
24.3973 	EXP 	text_Questions: autoDraw = False
24.3973 	EXP 	text_Option_1: autoDraw = False
24.3973 	EXP 	text_Option_2: autoDraw = False
24.3973 	EXP 	text_Option_3: autoDraw = False
24.3973 	EXP 	text_Option_4: autoDraw = False
24.3973 	EXP 	polygon: ori = 0.0
24.3973 	EXP 	polygon: autoDraw = True
25.8811 	EXP 	New trial (rep=0, index=3): {'selfReportQuestion': 'On a scale from 1 (not at all) to 4 (a lot), how would you rate your engagement referenced in the previous two questions?', 'Option1': 1.0, 'Option2': 2.0, 'Option3': 3.0, 'Option4': 4.0}
25.8973 	EXP 	polygon: autoDraw = False
25.8973 	EXP 	polygon: autoDraw = False
25.8973 	EXP 	text_Questions: height = 0.09
25.8973 	EXP 	text_Questions: height = 0.09
25.8973 	EXP 	text_Questions: height = 0.09
25.8973 	EXP 	text_Questions: text = 'On a scale from 1 (not at all) to 4 (a lot), how would you rate your engagement referenced in the previous two questions?'
25.8973 	EXP 	text_Option_1: height = 0.07
25.8973 	EXP 	text_Option_1: height = 0.07
25.8973 	EXP 	text_Option_1: height = 0.07
25.8973 	EXP 	text_Option_1: text = 1.0
25.8973 	EXP 	text_Option_2: height = 0.07
25.8973 	EXP 	text_Option_2: height = 0.07
25.8973 	EXP 	text_Option_2: height = 0.07
25.8973 	EXP 	text_Option_2: text = 2.0
25.8973 	EXP 	text_Option_3: height = 0.07
25.8973 	EXP 	text_Option_3: height = 0.07
25.8973 	EXP 	text_Option_3: height = 0.07
25.8973 	EXP 	text_Option_3: text = 3.0
25.8973 	EXP 	text_Option_4: height = 0.07
25.8973 	EXP 	text_Option_4: height = 0.07
25.8973 	EXP 	text_Option_4: height = 0.07
25.8973 	EXP 	text_Option_4: text = 4.0
25.8973 	EXP 	text_Questions: autoDraw = True
25.8973 	EXP 	text_Option_1: autoDraw = True
25.8973 	EXP 	text_Option_2: autoDraw = True
25.8973 	EXP 	text_Option_3: autoDraw = True
25.8973 	EXP 	text_Option_4: autoDraw = True
26.3987 	DATA 	Keypress: 3
26.4139 	EXP 	text_Questions: autoDraw = False
26.4139 	EXP 	text_Option_1: autoDraw = False
26.4139 	EXP 	text_Option_2: autoDraw = False
26.4139 	EXP 	text_Option_3: autoDraw = False
26.4139 	EXP 	text_Option_4: autoDraw = False
26.4139 	EXP 	polygon: ori = 0.0
26.4139 	EXP 	polygon: autoDraw = True
27.8980 	EXP 	New trial (rep=0, index=4): {'selfReportQuestion': "Did you answer the previous two questions using previous knowledge? Yes (press 1), No (press 2), I don't know (press 3)?", 'Option1': 1.0, 'Option2': 2.0, 'Option3': 3.0, 'Option4': '4. Do not press this option'}
27.9284 	EXP 	polygon: autoDraw = False
27.9284 	EXP 	polygon: autoDraw = False
27.9284 	EXP 	text_Questions: height = 0.09
27.9284 	EXP 	text_Questions: height = 0.09
27.9284 	EXP 	text_Questions: height = 0.09
27.9284 	EXP 	text_Questions: text = "Did you answer the previous two questions using previous knowledge? Yes (press 1), No (press 2), I don't know (press 3)?"
27.9284 	EXP 	text_Option_1: height = 0.07
27.9284 	EXP 	text_Option_1: height = 0.07
27.9284 	EXP 	text_Option_1: height = 0.07
27.9284 	EXP 	text_Option_1: text = 1.0
27.9284 	EXP 	text_Option_2: height = 0.07
27.9284 	EXP 	text_Option_2: height = 0.07
27.9284 	EXP 	text_Option_2: height = 0.07
27.9284 	EXP 	text_Option_2: text = 2.0
27.9284 	EXP 	text_Option_3: height = 0.07
27.9284 	EXP 	text_Option_3: height = 0.07
27.9284 	EXP 	text_Option_3: height = 0.07
27.9284 	EXP 	text_Option_3: text = 3.0
27.9284 	EXP 	text_Option_4: height = 0.07
27.9284 	EXP 	text_Option_4: height = 0.07
27.9284 	EXP 	text_Option_4: height = 0.07
27.9284 	EXP 	text_Option_4: text = '4. Do not press this option'
27.9284 	EXP 	text_Questions: autoDraw = True
27.9284 	EXP 	text_Option_1: autoDraw = True
27.9284 	EXP 	text_Option_2: autoDraw = True
27.9284 	EXP 	text_Option_3: autoDraw = True
27.9284 	EXP 	text_Option_4: autoDraw = True
30.8654 	DATA 	Keypress: 2
30.8803 	EXP 	text_Questions: autoDraw = False
30.8803 	EXP 	text_Option_1: autoDraw = False
30.8803 	EXP 	text_Option_2: autoDraw = False
30.8803 	EXP 	text_Option_3: autoDraw = False
30.8803 	EXP 	text_Option_4: autoDraw = False
30.8803 	EXP 	polygon: ori = 0.0
30.8803 	EXP 	polygon: autoDraw = True
32.3647 	EXP 	New trial (rep=0, index=5): {'selfReportQuestion': 'To understand how the brain gives rise to the mind in response to human motion, we need to...', 'Option1': '1. know the inputs, the outputs, and the computational challenges from getting one from the other', 'Option2': '2. a set of computations that extract representations', 'Option3': '3. know whether the motion is from left to right or right to left', 'Option4': '4. know the emotions and mood of person observing that motion'}
32.3951 	EXP 	polygon: autoDraw = False
32.3951 	EXP 	polygon: autoDraw = False
32.3951 	EXP 	text_Questions: height = 0.09
32.3951 	EXP 	text_Questions: height = 0.09
32.3951 	EXP 	text_Questions: height = 0.09
32.3951 	EXP 	text_Questions: text = 'To understand how the brain gives rise to the mind in response to human motion, we need to...'
32.3951 	EXP 	text_Option_1: height = 0.07
32.3951 	EXP 	text_Option_1: height = 0.07
32.3951 	EXP 	text_Option_1: height = 0.07
32.3951 	EXP 	text_Option_1: text = '1. know the inputs, the outputs, and the computational challenges from getting one from the other'
32.3951 	EXP 	text_Option_2: height = 0.07
32.3951 	EXP 	text_Option_2: height = 0.07
32.3951 	EXP 	text_Option_2: height = 0.07
32.3951 	EXP 	text_Option_2: text = '2. a set of computations that extract representations'
32.3951 	EXP 	text_Option_3: height = 0.07
32.3951 	EXP 	text_Option_3: height = 0.07
32.3951 	EXP 	text_Option_3: height = 0.07
32.3951 	EXP 	text_Option_3: text = '3. know whether the motion is from left to right or right to left'
32.3951 	EXP 	text_Option_4: height = 0.07
32.3951 	EXP 	text_Option_4: height = 0.07
32.3951 	EXP 	text_Option_4: height = 0.07
32.3951 	EXP 	text_Option_4: text = '4. know the emotions and mood of person observing that motion'
32.3951 	EXP 	text_Questions: autoDraw = True
32.3951 	EXP 	text_Option_1: autoDraw = True
32.3951 	EXP 	text_Option_2: autoDraw = True
32.3951 	EXP 	text_Option_3: autoDraw = True
32.3951 	EXP 	text_Option_4: autoDraw = True
33.6991 	DATA 	Keypress: 1
33.7132 	EXP 	text_Questions: autoDraw = False
33.7132 	EXP 	text_Option_1: autoDraw = False
33.7132 	EXP 	text_Option_2: autoDraw = False
33.7132 	EXP 	text_Option_3: autoDraw = False
33.7132 	EXP 	text_Option_4: autoDraw = False
33.7132 	EXP 	polygon: ori = 0.0
33.7132 	EXP 	polygon: autoDraw = True
35.1975 	EXP 	New trial (rep=0, index=6): {'selfReportQuestion': 'A key insight by Marr suggests that understanding how humans experience the taste of foods requires understanding how', 'Option1': '1. salt and sugar interact with one another chemically', 'Option2': '2. neurons send signals from the tongue to the thalamus', 'Option3': '3. tongue muscles move in response to jaw movements', 'Option4': '4. where the tongue receives signals from in the brain'}
35.2284 	EXP 	polygon: autoDraw = False
35.2284 	EXP 	polygon: autoDraw = False
35.2284 	EXP 	text_Questions: height = 0.09
35.2284 	EXP 	text_Questions: height = 0.09
35.2284 	EXP 	text_Questions: height = 0.09
35.2284 	EXP 	text_Questions: text = 'A key insight by Marr suggests that understanding how humans experience the taste of foods requires understanding how'
35.2284 	EXP 	text_Option_1: height = 0.07
35.2284 	EXP 	text_Option_1: height = 0.07
35.2284 	EXP 	text_Option_1: height = 0.07
35.2284 	EXP 	text_Option_1: text = '1. salt and sugar interact with one another chemically'
35.2284 	EXP 	text_Option_2: height = 0.07
35.2284 	EXP 	text_Option_2: height = 0.07
35.2284 	EXP 	text_Option_2: height = 0.07
35.2284 	EXP 	text_Option_2: text = '2. neurons send signals from the tongue to the thalamus'
35.2284 	EXP 	text_Option_3: height = 0.07
35.2284 	EXP 	text_Option_3: height = 0.07
35.2284 	EXP 	text_Option_3: height = 0.07
35.2284 	EXP 	text_Option_3: text = '3. tongue muscles move in response to jaw movements'
35.2284 	EXP 	text_Option_4: height = 0.07
35.2284 	EXP 	text_Option_4: height = 0.07
35.2284 	EXP 	text_Option_4: height = 0.07
35.2284 	EXP 	text_Option_4: text = '4. where the tongue receives signals from in the brain'
35.2284 	EXP 	text_Questions: autoDraw = True
35.2284 	EXP 	text_Option_1: autoDraw = True
35.2284 	EXP 	text_Option_2: autoDraw = True
35.2284 	EXP 	text_Option_3: autoDraw = True
35.2284 	EXP 	text_Option_4: autoDraw = True
37.8329 	DATA 	Keypress: 1
37.8630 	EXP 	text_Questions: autoDraw = False
37.8630 	EXP 	text_Option_1: autoDraw = False
37.8630 	EXP 	text_Option_2: autoDraw = False
37.8630 	EXP 	text_Option_3: autoDraw = False
37.8630 	EXP 	text_Option_4: autoDraw = False
37.8630 	EXP 	polygon: ori = 0.0
37.8630 	EXP 	polygon: autoDraw = True
39.3467 	EXP 	New trial (rep=0, index=7): {'selfReportQuestion': 'On a scale from 1 (not at all) to 4 (a lot), how challenging did you find the content referenced in the previous two questions?', 'Option1': 1.0, 'Option2': 2.0, 'Option3': 3.0, 'Option4': 4.0}
39.3631 	EXP 	polygon: autoDraw = False
39.3631 	EXP 	polygon: autoDraw = False
39.3631 	EXP 	text_Questions: height = 0.09
39.3631 	EXP 	text_Questions: height = 0.09
